Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	mix_1 Spectral Count	mix_2 Spectral Count	mix_3 Spectral Count	mix_1 Unique Spectral Count	mix_2 Unique Spectral Count	mix_3 Unique Spectral Count	mix_1 Total Spectral Count	mix_2 Total Spectral Count	mix_3 Total Spectral Count	mix_1 Intensity	mix_2 Intensity	mix_3 Intensity	mix_1 Unique Intensity	mix_2 Unique Intensity	mix_3 Unique Intensity	mix_1 Total Intensity	mix_2 Total Intensity	mix_3 Total Intensity	Indistinguishable Proteins
sp|P01871|IGHM_HUMAN	P01871	IGHM_HUMAN	IGHM	453	53.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Immunoglobulin heavy constant mu 	1.0000	0.9990	26	212	212	212	44	91	77	44	91	77	44	91	77	435173864	693321936	280879936	435173864	693321936	280879936	435173864	693321936	280879936		
sp|P01876|IGHA1_HUMAN	P01876	IGHA1_HUMAN	IGHA1	353	63.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Immunoglobulin heavy constant alpha 1 	1.0000	0.9990	27	237	164	237	67	70	100	53	44	67	67	70	100	952444112	404216000	931141888	557843024	171720756	208612516	952444112	404216000	931141888		
sp|P01877|IGHA2_HUMAN	P01877	IGHA2_HUMAN	IGHA2	340	50.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Immunoglobulin heavy constant alpha 2 	1.0000	0.9990	15	40	40	113	19	11	10	19	11	10	33	37	43	193128990	17834557	17099516	193128990	17834557	17099516	751042624	316841656	906561864		
sp|P01880|IGHD_HUMAN	P01880	IGHD_HUMAN	IGHD	384	33.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Immunoglobulin heavy constant delta 	1.0000	0.9990	9	21	21	21	10	7	4	10	7	4	10	7	4	18957082	19913154	4322971	18957082	19913154	4322971	18957082	19913154	4322971		
sp|P01911|DRB1_HUMAN	P01911	DRB1_HUMAN	HLA-DRB1	266	39.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	HLA class II histocompatibility antigen, DRB1 beta chain 	1.0000	0.9990	12	33	5	33	10	9	14	2	1	2	10	9	14	119849679	46979766	125229066	4480436	951494	3037450	119849679	46979766	125229066		
sp|P02008|HBAZ_HUMAN	P02008	HBAZ_HUMAN	HBZ	142	26.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Hemoglobin subunit zeta 	1.0000	0.9990	7	16	16	192	6	3	7	6	3	7	59	56	77	18153583	3017813	9084448	18153583	3017813	9084448	19749006592	11819908000	11076569184		
sp|P02042|HBD_HUMAN	P02042	HBD_HUMAN	HBD	147	100.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Hemoglobin subunit delta 	1.0000	0.9990	106	456	456	3078	144	146	166	144	146	166	731	1069	1278	5753302656	1958274752	2172559936	5753302656	1958274752	2172559936	29412940288	21784923904	28241175040		
sp|P02100|HBE_HUMAN	P02100	HBE_HUMAN	HBE1	147	59.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Hemoglobin subunit epsilon 	1.0000	0.9885	15	4	4	329	2	2	0	2	2	0	54	133	142	2977799	1663241	     0	2977799	1663241	     0	2723488576	4759016480	5797060224		
sp|P02452|CO1A1_HUMAN	P02452	CO1A1_HUMAN	COL1A1	1464	19.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Collagen alpha-1(I) chain 	1.0000	0.9990	23	61	59	61	21	11	29	19	11	29	21	11	29	244655932	167655730	1126507648	244655932	167655730	1126507648	244655932	167655730	1126507648		
sp|P02461|CO3A1_HUMAN	P02461	CO3A1_HUMAN	COL3A1	1466	6.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Collagen alpha-1(III) chain 	1.0000	0.9990	8	14	14	15	2	4	8	2	4	8	3	4	8	142533210	22288257	30732164	142533210	22288257	30732164	144122929	22288257	30732164		
sp|P02511|CRYAB_HUMAN	P02511	CRYAB_HUMAN	CRYAB	175	96.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Alpha-crystallin B chain 	1.0000	0.9990	44	516	516	516	161	176	179	161	176	179	161	176	179	3347541568	2429471936	2664431808	3347541568	2429471936	2664431808	3347541568	2429471936	2664431808		
sp|P02545|LMNA_HUMAN	P02545	LMNA_HUMAN	LMNA	664	68.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Prelamin-A/C 	1.0000	0.9990	51	253	250	253	61	77	115	60	76	114	61	77	115	229395500	126801516	366722096	212609600	126801516	345425688	229395500	126801516	366722096		
sp|P02549|SPTA1_HUMAN	P02549	SPTA1_HUMAN	SPTA1	2419	58.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Spectrin alpha chain, erythrocytic 1 	1.0000	0.9990	127	336	336	336	125	117	94	125	117	94	125	117	94	249427804	56811056	94619802	249427804	56811056	94619802	249427804	56811056	94619802		
sp|P02647|APOA1_HUMAN	P02647	APOA1_HUMAN	APOA1	267	86.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Apolipoprotein A-I 	1.0000	0.9990	66	1118	1118	1118	236	361	521	236	361	521	236	361	521	4142518400	3122921472	4208508416	4142518400	3122921472	4208508416	4142518400	3122921472	4208508416		
sp|P02652|APOA2_HUMAN	P02652	APOA2_HUMAN	APOA2	100	71.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Apolipoprotein A-II 	1.0000	0.9990	24	163	163	163	38	46	79	38	46	79	38	46	79	2073994176	1026376896	1754128768	2073994176	1026376896	1754128768	2073994176	1026376896	1754128768		
sp|P02654|APOC1_HUMAN	P02654	APOC1_HUMAN	APOC1	83	49.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Apolipoprotein C-I 	1.0000	0.9990	9	25	25	25	10	6	9	10	6	9	10	6	9	72296457	10909832	13046320	72296457	10909832	13046320	72296457	10909832	13046320		
sp|P02656|APOC3_HUMAN	P02656	APOC3_HUMAN	APOC3	99	72.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Apolipoprotein C-III 	1.0000	0.9990	9	128	128	128	21	45	62	21	45	62	21	45	62	485216528	80652226	115901410	485216528	80652226	115901410	485216528	80652226	115901410		
sp|P02671|FIBA_HUMAN	P02671	FIBA_HUMAN	FGA	866	65.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Fibrinogen alpha chain 	1.0000	0.9990	139	1028	1028	1028	324	340	364	324	340	364	324	340	364	4260623488	2089261888	2014936960	4260623488	2089261888	2014936960	4260623488	2089261888	2014936960		
sp|P02675|FIBB_HUMAN	P02675	FIBB_HUMAN	FGB	491	83.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Fibrinogen beta chain 	1.0000	0.9990	129	905	905	905	345	318	242	345	318	242	345	318	242	1659810464	643287520	975305728	1659810464	643287520	975305728	1659810464	643287520	975305728		
sp|P02679|FIBG_HUMAN	P02679	FIBG_HUMAN	FGG	453	79.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Fibrinogen gamma chain 	1.0000	0.9990	94	609	609	609	227	191	191	227	191	191	227	191	191	1839358176	957759744	877228240	1839358176	957759744	877228240	1839358176	957759744	877228240		
sp|P02686|MBP_HUMAN	P02686	MBP_HUMAN	MBP	304	58.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Myelin basic protein 	1.0000	0.9990	126	1605	1605	1605	499	699	407	499	699	407	499	699	407	21676408320	11055455488	8678677376	21676408320	11055455488	8678677376	21676408320	11055455488	8678677376		
sp|P02724|GLPA_HUMAN	P02724	GLPA_HUMAN	GYPA	150	20.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glycophorin-A 	1.0000	0.9990	4	16	16	16	5	5	6	5	5	6	5	5	6	13675181	3670737	3273269	13675181	3670737	3273269	13675181	3670737	3273269		
sp|P02730|B3AT_HUMAN	P02730	B3AT_HUMAN	SLC4A1	911	31.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Band 3 anion transport protein 	1.0000	0.9990	27	169	169	169	51	59	59	51	59	59	51	59	59	219600580	142758712	136461070	219600580	142758712	136461070	219600580	142758712	136461070		
sp|P02743|SAMP_HUMAN	P02743	SAMP_HUMAN	APCS	223	28.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serum amyloid P-component 	1.0000	0.9990	7	41	41	41	11	18	12	11	18	12	11	18	12	147580112	67265496	77341786	147580112	67265496	77341786	147580112	67265496	77341786		
sp|P02745|C1QA_HUMAN	P02745	C1QA_HUMAN	C1QA	245	18.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Complement C1q subcomponent subunit A 	1.0000	0.9990	4	11	11	11	5	2	4	5	2	4	5	2	4	45973960	14707027	2368779	45973960	14707027	2368779	45973960	14707027	2368779		
sp|P02746|C1QB_HUMAN	P02746	C1QB_HUMAN	C1QB	253	30.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Complement C1q subcomponent subunit B 	1.0000	0.9990	7	23	23	23	8	6	9	8	6	9	8	6	9	63103966	19836169	51464797	63103966	19836169	51464797	63103966	19836169	51464797		
sp|P02747|C1QC_HUMAN	P02747	C1QC_HUMAN	C1QC	245	22.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Complement C1q subcomponent subunit C 	1.0000	0.9990	6	21	21	21	7	5	9	7	5	9	7	5	9	57908406	11613864	28174598	57908406	11613864	28174598	57908406	11613864	28174598		
sp|P02748|CO9_HUMAN	P02748	CO9_HUMAN	C9	559	42.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Complement component C9 	1.0000	0.9990	25	86	84	86	36	16	34	35	15	34	36	16	34	71289958	29222190	51900115	71289958	15674277	51900115	71289958	29222190	51900115		
sp|P02749|APOH_HUMAN	P02749	APOH_HUMAN	APOH	345	65.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Beta-2-glycoprotein 1 	1.0000	0.9990	31	131	131	131	51	35	45	51	35	45	51	35	45	394373000	99180468	228613604	394373000	99180468	228613604	394373000	99180468	228613604		
sp|P02750|A2GL_HUMAN	P02750	A2GL_HUMAN	LRG1	347	48.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Leucine-rich alpha-2-glycoprotein 	1.0000	0.9990	12	47	47	47	20	14	13	20	14	13	20	14	13	81983010	32935499	44872498	81983010	32935499	44872498	81983010	32935499	44872498		
sp|P02751|FINC_HUMAN	P02751	FINC_HUMAN	FN1	2477	61.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Fibronectin 	1.0000	0.9990	144	534	534	534	227	119	188	227	119	188	227	119	188	775905664	120410918	212010312	775905664	120410918	212010312	775905664	120410918	212010312		
sp|P02753|RET4_HUMAN	P02753	RET4_HUMAN	RBP4	201	76.10	Homo sapiens	1:Experimental evidence at protein level	Retinol-binding protein 4 	1.0000	0.9990	10	36	34	36	18	7	11	17	7	10	18	7	11	121452474	12568735	46747782	92567146	12568735	10755071	121452474	12568735	46747782		
sp|P02760|AMBP_HUMAN	P02760	AMBP_HUMAN	AMBP	352	52.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein AMBP 	1.0000	0.9990	22	37	37	37	30	3	4	30	3	4	30	3	4	84204192	10494372	22152134	84204192	10494372	22152134	84204192	10494372	22152134		
sp|P02763|A1AG1_HUMAN	P02763	A1AG1_HUMAN	ORM1	201	52.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Alpha-1-acid glycoprotein 1 	1.0000	0.9990	18	84	68	84	32	23	29	26	18	24	32	23	29	497088344	196962082	535268904	287509840	196962082	194723966	497088344	196962082	535268904		
sp|P02765|FETUA_HUMAN	P02765	FETUA_HUMAN	AHSG	367	58.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Alpha-2-HS-glycoprotein 	1.0000	0.9990	17	71	71	71	33	19	19	33	19	19	33	19	19	1351882480	383010160	695375288	1351882480	383010160	695375288	1351882480	383010160	695375288		
sp|P02766|TTHY_HUMAN	P02766	TTHY_HUMAN	TTR	147	70.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transthyretin 	1.0000	0.9990	12	46	46	46	15	12	19	15	12	19	15	12	19	164770302	80162304	106829152	164770302	80162304	106829152	164770302	80162304	106829152		
sp|P02768|ALBU_HUMAN	P02768	ALBU_HUMAN	ALB	609	93.10	Homo sapiens	1:Experimental evidence at protein level	Serum albumin 	1.0000	0.9990	329	4498	4074	4498	1868	1275	1355	1733	1143	1198	1868	1275	1355	29949043712	22291433984	26614863872	23973315584	20576293376	24042112000	29949043712	22291433984	26614863872		
sp|P02769|ALBU_BOVIN	P02769	ALBU_BOVIN	ALB	607	24.70	Bos taurus	1:Experimental evidence at protein level	Serum albumin 	1.0000	0.9990	39	41	41	465	22	12	7	22	12	7	157	144	164	237280616	57685976	27474968	237280616	57685976	27474968	28247659520	16037599232	17883546112		
sp|P02774|VTDB_HUMAN	P02774	VTDB_HUMAN	GC	474	77.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Vitamin D-binding protein 	1.0000	0.9990	47	173	166	173	90	43	40	89	39	38	90	43	40	607064904	372841796	505915004	607064904	362890100	505915004	607064904	372841796	505915004		
sp|P02775|CXCL7_HUMAN	P02775	CXCL7_HUMAN	PPBP	128	43.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Platelet basic protein 	1.0000	0.9990	5	20	20	20	5	6	9	5	6	9	5	6	9	52175814	26334960	42012291	52175814	26334960	42012291	52175814	26334960	42012291		
sp|P02786|TFR1_HUMAN	P02786	TFR1_HUMAN	TFRC	760	35.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transferrin receptor protein 1 	1.0000	0.9990	25	44	44	44	27	11	6	27	11	6	27	11	6	49553151	8827607	9720316	49553151	8827607	9720316	49553151	8827607	9720316		
sp|P02787|TRFE_HUMAN	P02787	TRFE_HUMAN	TF	698	85.70	Homo sapiens	1:Experimental evidence at protein level	Serotransferrin 	1.0000	0.9990	130	1032	1012	1032	381	338	313	374	331	307	381	338	313	3027642304	2311461248	3343927552	3027642304	2079126080	2791745600	3027642304	2311461248	3343927552		
sp|P02788|TRFL_HUMAN	P02788	TRFL_HUMAN	LTF	710	79.90	Homo sapiens	1:Experimental evidence at protein level	Lactotransferrin 	1.0000	0.9990	68	215	215	235	113	41	61	113	41	61	120	48	67	891964208	196287872	322978760	891964208	196287872	322978760	1503168416	926734132	1337127000		
sp|P02790|HEMO_HUMAN	P02790	HEMO_HUMAN	HPX	462	68.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Hemopexin 	1.0000	0.9990	56	304	304	304	137	84	83	137	84	83	137	84	83	763254112	558224272	586817496	763254112	558224272	586817496	763254112	558224272	586817496		
sp|P02792|FRIL_HUMAN	P02792	FRIL_HUMAN	FTL	175	62.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ferritin light chain 	1.0000	0.9990	15	110	110	110	22	31	57	22	31	57	22	31	57	341854728	404837856	937973016	341854728	404837856	937973016	341854728	404837856	937973016		
sp|P02794|FRIH_HUMAN	P02794	FRIH_HUMAN	FTH1	183	60.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ferritin heavy chain 	1.0000	0.9990	16	126	126	126	41	50	35	41	50	35	41	50	35	1178889248	617432864	240901072	1178889248	617432864	240901072	1178889248	617432864	240901072		
sp|P03951|FA11_HUMAN	P03951	FA11_HUMAN	F11	625	9.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Coagulation factor XI 	1.0000	0.9990	7	7	7	7	7	0	0	7	0	0	7	0	0	6676417	     0	     0	6676417	     0	     0	6676417	     0	     0		
sp|P04003|C4BPA_HUMAN	P04003	C4BPA_HUMAN	C4BPA	597	47.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	C4b-binding protein alpha chain 	1.0000	0.9990	26	61	61	61	41	9	11	41	9	11	41	9	11	119492848	39446778	59241532	119492848	39446778	59241532	119492848	39446778	59241532		
sp|P04004|VTNC_HUMAN	P04004	VTNC_HUMAN	VTN	478	43.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Vitronectin 	1.0000	0.9990	29	181	181	181	55	38	88	55	38	88	55	38	88	344868000	181660564	605711816	344868000	181660564	605711816	344868000	181660564	605711816		
sp|P04040|CATA_HUMAN	P04040	CATA_HUMAN	CAT	527	76.90	Homo sapiens	1:Experimental evidence at protein level	Catalase 	1.0000	0.9990	44	181	181	181	55	65	61	55	65	61	55	65	61	314025688	163532712	215169432	314025688	163532712	215169432	314025688	163532712	215169432		
sp|P04062|GLCM_HUMAN	P04062	GLCM_HUMAN	GBA	536	28.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Lysosomal acid glucosylceramidase 	1.0000	0.9990	12	24	24	24	12	5	7	12	5	7	12	5	7	15882709	12360652	11585838	15882709	12360652	11585838	15882709	12360652	11585838		
sp|P04066|FUCO_HUMAN	P04066	FUCO_HUMAN	FUCA1	466	9.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tissue alpha-L-fucosidase 	1.0000	0.9990	4	4	4	4	3	1	0	3	1	0	3	1	0	5302524	572876	     0	5302524	572876	     0	5302524	572876	     0		
sp|P04080|CYTB_HUMAN	P04080	CYTB_HUMAN	CSTB	98	88.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cystatin-B 	1.0000	0.9990	11	63	63	63	19	25	19	19	25	19	19	25	19	189140952	132225142	174954858	189140952	132225142	174954858	189140952	132225142	174954858		
sp|P04083|ANXA1_HUMAN	P04083	ANXA1_HUMAN	ANXA1	346	71.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Annexin A1 	1.0000	0.9990	43	341	341	341	69	113	159	69	113	159	69	113	159	636197280	521798656	604372496	636197280	521798656	604372496	636197280	521798656	604372496		
sp|P04114|APOB_HUMAN	P04114	APOB_HUMAN	APOB	4563	41.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Apolipoprotein B-100 	1.0000	0.9990	172	525	525	525	196	170	159	196	170	159	196	170	159	102739434	100553434	120300768	102739434	100553434	120300768	102739434	100553434	120300768		
sp|P04156|PRIO_HUMAN	P04156	PRIO_HUMAN	PRNP	253	24.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Major prion protein 	1.0000	0.9990	7	25	25	25	8	10	7	8	10	7	8	10	7	153033872	53840745	31317812	153033872	53840745	31317812	153033872	53840745	31317812		
sp|P04179|SODM_HUMAN	P04179	SODM_HUMAN	SOD2	222	78.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Superoxide dismutase [Mn], mitochondrial 	1.0000	0.9990	28	283	283	283	65	99	119	65	99	119	65	99	119	2793678848	1412412800	1647273728	2793678848	1412412800	1647273728	2793678848	1412412800	1647273728		
sp|P04180|LCAT_HUMAN	P04180	LCAT_HUMAN	LCAT	440	14.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phosphatidylcholine-sterol acyltransferase 	1.0000	0.9990	4	4	4	4	4	0	0	4	0	0	4	0	0	4196247	     0	     0	4196247	     0	     0	4196247	     0	     0		
sp|P04181|OAT_HUMAN	P04181	OAT_HUMAN	OAT	439	33.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ornithine aminotransferase, mitochondrial 	1.0000	0.9990	12	15	15	15	11	4	0	11	4	0	11	4	0	59215950	10158167	     0	59215950	10158167	     0	59215950	10158167	     0		
sp|P04196|HRG_HUMAN	P04196	HRG_HUMAN	HRG	525	46.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histidine-rich glycoprotein 	1.0000	0.9990	23	86	86	86	37	17	32	37	17	32	37	17	32	109248210	29402098	83887257	109248210	29402098	83887257	109248210	29402098	83887257		
sp|P04216|THY1_HUMAN	P04216	THY1_HUMAN	THY1	161	36.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Thy-1 membrane glycoprotein 	1.0000	0.9990	8	37	37	37	15	15	7	15	15	7	15	15	7	101506562	42948792	9023348	101506562	42948792	9023348	101506562	42948792	9023348		
sp|P04217|A1BG_HUMAN	P04217	A1BG_HUMAN	A1BG	495	55.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Alpha-1B-glycoprotein 	1.0000	0.9990	20	122	122	122	36	43	43	36	43	43	36	43	43	302447028	111501012	173901780	302447028	111501012	173901780	302447028	111501012	173901780		
sp|P04233|HG2A_HUMAN	P04233	HG2A_HUMAN	CD74	296	34.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	HLA class II histocompatibility antigen gamma chain 	1.0000	0.9990	9	18	18	18	10	4	4	10	4	4	10	4	4	63218021	40048461	68869446	63218021	40048461	68869446	63218021	40048461	68869446		
sp|P04271|S100B_HUMAN	P04271	S100B_HUMAN	S100B	92	65.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein S100-B 	1.0000	0.9990	10	82	82	82	15	36	31	15	36	31	15	36	31	265876364	105354904	20477218	265876364	105354904	20477218	265876364	105354904	20477218		
sp|P04275|VWF_HUMAN	P04275	VWF_HUMAN	VWF	2813	16.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	von Willebrand factor 	1.0000	0.9990	35	48	48	48	34	5	9	34	5	9	34	5	9	18586706	7419141	36501464	18586706	7419141	36501464	18586706	7419141	36501464		
sp|P04350|TBB4A_HUMAN	P04350	TBB4A_HUMAN	TUBB4A	444	90.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tubulin beta-4A chain 	1.0000	0.9990	150	1618	230	1631	434	718	466	35	120	75	440	723	468	3903040128	1857591360	923567088	598234008	286074272	69154673	3903040128	1857591360	923567088		
sp|P04406|G3P_HUMAN	P04406	G3P_HUMAN	GAPDH	335	94.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glyceraldehyde-3-phosphate dehydrogenase 	1.0000	0.9990	131	1567	1534	1567	405	591	571	395	580	559	405	591	571	7649732352	5927355392	5449048576	7649732352	5927355392	5449048576	7649732352	5927355392	5449048576		
sp|P04424|ARLY_HUMAN	P04424	ARLY_HUMAN	ASL	464	17.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Argininosuccinate lyase 	1.0000	0.9990	8	13	13	13	6	3	4	6	3	4	6	3	4	22423946	16026096	12970041	22423946	16026096	12970041	22423946	16026096	12970041		
sp|P04440|DPB1_HUMAN	P04440	DPB1_HUMAN	HLA-DPB1	258	20.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	HLA class II histocompatibility antigen, DP beta 1 chain 	1.0000	0.9990	4	5	5	7	3	1	1	3	1	1	5	1	1	6687469	319430	4635718	6687469	319430	4635718	14118964	319430	4635718		
sp|P04632|CPNS1_HUMAN	P04632	CPNS1_HUMAN	CAPNS1	268	59.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Calpain small subunit 1 	1.0000	0.9990	12	62	56	62	17	23	22	15	21	20	17	23	22	132805240	57172872	125498606	79642960	21024198	34976101	132805240	57172872	125498606		
sp|P04792|HSPB1_HUMAN	P04792	HSPB1_HUMAN	HSPB1	205	86.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heat shock protein beta-1 	1.0000	0.9990	39	359	359	359	68	110	181	68	110	181	68	110	181	977801216	526469096	1336012128	977801216	526469096	1336012128	977801216	526469096	1336012128		
sp|P04843|RPN1_HUMAN	P04843	RPN1_HUMAN	RPN1	607	58.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 	1.0000	0.9990	33	133	133	133	37	40	56	37	40	56	37	40	56	205373924	257907962	199713760	205373924	257907962	199713760	205373924	257907962	199713760		
sp|P04844|RPN2_HUMAN	P04844	RPN2_HUMAN	RPN2	631	42.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 	1.0000	0.9990	20	46	46	46	22	7	17	22	7	17	22	7	17	53212467	22331421	42761894	53212467	22331421	42761894	53212467	22331421	42761894		
sp|P04921|GLPC_HUMAN	P04921	GLPC_HUMAN	GYPC	128	28.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glycophorin-C 	1.0000	0.9990	3	7	7	8	3	2	2	3	2	2	4	2	2	8845948	1650864	1443682	8845948	1650864	1443682	23893042	1650864	1443682		
sp|P05026|AT1B1_HUMAN	P05026	AT1B1_HUMAN	ATP1B1	303	49.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Sodium/potassium-transporting ATPase subunit beta-1 	1.0000	0.9990	34	159	159	159	51	70	38	51	70	38	51	70	38	475186752	528117824	187501716	475186752	528117824	187501716	475186752	528117824	187501716		
