Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	mix_1 Spectral Count	mix_2 Spectral Count	mix_3 Spectral Count	mix_1 Unique Spectral Count	mix_2 Unique Spectral Count	mix_3 Unique Spectral Count	mix_1 Total Spectral Count	mix_2 Total Spectral Count	mix_3 Total Spectral Count	mix_1 Intensity	mix_2 Intensity	mix_3 Intensity	mix_1 Unique Intensity	mix_2 Unique Intensity	mix_3 Unique Intensity	mix_1 Total Intensity	mix_2 Total Intensity	mix_3 Total Intensity	Indistinguishable Proteins
sp|P11274|BCR_HUMAN	P11274	BCR_HUMAN	BCR	1271	10.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Breakpoint cluster region protein 	1.0000	0.9990	9	7	7	13	6	1	0	6	1	0	8	3	2	3374400	     0	     0	3374400	     0	     0	11512073	7260647	4249081		
sp|P11277|SPTB1_HUMAN	P11277	SPTB1_HUMAN	SPTB	2137	53.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Spectrin beta chain, erythrocytic 	1.0000	0.9990	101	231	231	276	90	77	64	90	77	64	101	96	79	108125618	70354402	112068342	108125618	70354402	112068342	249208612	307298280	216182276		
sp|P11279|LAMP1_HUMAN	P11279	LAMP1_HUMAN	LAMP1	417	15.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Lysosome-associated membrane glycoprotein 1 	1.0000	0.9990	5	30	30	30	7	12	11	7	12	11	7	12	11	131469258	51023149	114140468	131469258	51023149	114140468	131469258	51023149	114140468		
sp|P11310|ACADM_HUMAN	P11310	ACADM_HUMAN	ACADM	421	34.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial 	1.0000	0.9990	14	22	22	22	11	6	5	11	6	5	11	6	5	20838784	11628948	9910399	20838784	11628948	9910399	20838784	11628948	9910399		
sp|P11388|TOP2A_HUMAN	P11388	TOP2A_HUMAN	TOP2A	1531	6.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA topoisomerase 2-alpha 	1.0000	0.9990	9	5	5	17	3	0	2	3	0	2	10	3	4	3671177	     0	1836416	3671177	     0	1836416	18463370	3679853	3072423		
sp|P11413|G6PD_HUMAN	P11413	G6PD_HUMAN	G6PD	515	47.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glucose-6-phosphate 1-dehydrogenase 	1.0000	0.9990	25	54	54	54	22	19	13	22	19	13	22	19	13	37305893	48438697	70170086	37305893	48438697	70170086	37305893	48438697	70170086		
sp|P11441|UBL4A_HUMAN	P11441	UBL4A_HUMAN	UBL4A	157	49.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ubiquitin-like protein 4A 	1.0000	0.9990	7	13	13	13	6	3	4	6	3	4	6	3	4	17673198	10044990	26198243	17673198	10044990	26198243	17673198	10044990	26198243		
sp|P11498|PYC_HUMAN	P11498	PYC_HUMAN	PC	1178	29.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pyruvate carboxylase, mitochondrial 	1.0000	0.9990	28	52	52	52	23	27	2	23	27	2	23	27	2	17722688	18022471	3554050	17722688	18022471	3554050	17722688	18022471	3554050		
sp|P11532|DMD_HUMAN	P11532	DMD_HUMAN	DMD	3685	2.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dystrophin 	1.0000	0.9990	9	11	11	14	5	4	2	5	4	2	6	5	3	5543029	15260810	1385994	5543029	15260810	1385994	16240263	30700433	22272434		
sp|P11586|C1TC_HUMAN	P11586	C1TC_HUMAN	MTHFD1	935	48.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	C-1-tetrahydrofolate synthase, cytoplasmic 	1.0000	0.9990	44	125	124	125	53	36	36	52	36	36	53	36	36	137871374	62789420	136750934	137871374	62789420	136750934	137871374	62789420	136750934		
sp|P11717|MPRI_HUMAN	P11717	MPRI_HUMAN	IGF2R	2491	10.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cation-independent mannose-6-phosphate receptor 	1.0000	0.9990	24	27	27	27	20	0	7	20	0	7	20	0	7	20981026	     0	18475339	20981026	     0	18475339	20981026	     0	18475339		
sp|P11766|ADHX_HUMAN	P11766	ADHX_HUMAN	ADH5	374	39.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Alcohol dehydrogenase class-3 	1.0000	0.9990	15	60	60	60	20	22	18	20	22	18	20	22	18	176506280	85601016	75240856	176506280	85601016	75240856	176506280	85601016	75240856		
sp|P12004|PCNA_HUMAN	P12004	PCNA_HUMAN	PCNA	261	41.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Proliferating cell nuclear antigen 	1.0000	0.9990	8	20	20	20	10	3	7	10	3	7	10	3	7	109204620	13999787	41002457	109204620	13999787	41002457	109204620	13999787	41002457		
sp|P12036|NFH_HUMAN	P12036	NFH_HUMAN	NEFH	1026	56.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Neurofilament heavy polypeptide 	1.0000	0.9990	63	224	216	314	69	99	56	67	96	53	85	133	96	631885680	499116704	202774512	631885680	499116704	202774512	1284279728	1488852512	367778152		
sp|P12081|SYHC_HUMAN	P12081	SYHC_HUMAN	HARS	509	38.50	Homo sapiens	1:Experimental evidence at protein level	Histidine--tRNA ligase, cytoplasmic 	1.0000	0.9990	21	42	28	42	19	10	13	13	6	9	19	10	13	55071233	37433262	14944394	41331158	18197409	14653952	55071233	37433262	14944394		
sp|P12109|CO6A1_HUMAN	P12109	CO6A1_HUMAN	COL6A1	1028	34.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Collagen alpha-1(VI) chain 	1.0000	0.9990	29	86	86	86	25	18	43	25	18	43	25	18	43	131828962	27961075	134188556	131828962	27961075	134188556	131828962	27961075	134188556		
sp|P12110|CO6A2_HUMAN	P12110	CO6A2_HUMAN	COL6A2	1019	19.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Collagen alpha-2(VI) chain 	1.0000	0.9990	19	56	56	56	17	9	30	17	9	30	17	9	30	100300934	17775693	97659418	100300934	17775693	97659418	100300934	17775693	97659418		
sp|P12111|CO6A3_HUMAN	P12111	CO6A3_HUMAN	COL6A3	3177	33.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Collagen alpha-3(VI) chain 	1.0000	0.9990	88	308	308	308	95	52	161	95	52	161	95	52	161	98704558	38562967	140804060	98704558	38562967	140804060	98704558	38562967	140804060		
sp|P12259|FA5_HUMAN	P12259	FA5_HUMAN	F5	2224	2.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Coagulation factor V 	1.0000	0.9990	3	3	3	3	2	0	1	2	0	1	2	0	1	4401608	     0	1692653	4401608	     0	1692653	4401608	     0	1692653		
sp|P12268|IMDH2_HUMAN	P12268	IMDH2_HUMAN	IMPDH2	514	29.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Inosine-5'-monophosphate dehydrogenase 2 	1.0000	0.9990	14	27	25	27	11	9	7	9	9	7	11	9	7	34347865	13553474	24709478	20195902	13553474	24709478	34347865	13553474	24709478		
sp|P12270|TPR_HUMAN	P12270	TPR_HUMAN	TPR	2363	30.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nucleoprotein TPR 	1.0000	0.9990	65	92	92	92	57	13	22	57	13	22	57	13	22	32898002	11441464	32012692	32898002	11441464	32012692	32898002	11441464	32012692		
sp|P12429|ANXA3_HUMAN	P12429	ANXA3_HUMAN	ANXA3	323	47.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Annexin A3 	1.0000	0.9990	17	28	28	28	18	4	6	18	4	6	18	4	6	80825417	6431403	25925405	80825417	6431403	25925405	80825417	6431403	25925405		
sp|P12694|ODBA_HUMAN	P12694	ODBA_HUMAN	BCKDHA	445	17.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial 	1.0000	0.9990	6	7	7	7	4	3	0	4	3	0	4	3	0	11018226	20043932	     0	11018226	20043932	     0	11018226	20043932	     0		
sp|P12724|ECP_HUMAN	P12724	ECP_HUMAN	RNASE3	160	30.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Eosinophil cationic protein 	1.0000	0.9990	6	12	12	12	9	1	2	9	1	2	9	1	2	109206488	1858459	19429698	109206488	1858459	19429698	109206488	1858459	19429698		
sp|P12955|PEPD_HUMAN	P12955	PEPD_HUMAN	PEPD	493	29.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Xaa-Pro dipeptidase 	1.0000	0.9990	15	33	33	33	16	10	7	16	10	7	16	10	7	112475504	56254385	69830286	112475504	56254385	69830286	112475504	56254385	69830286		
sp|P12956|XRCC6_HUMAN	P12956	XRCC6_HUMAN	XRCC6	609	56.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	X-ray repair cross-complementing protein 6 	1.0000	0.9990	40	125	125	125	51	34	40	51	34	40	51	34	40	117930312	67499285	122964084	117930312	67499285	122964084	117930312	67499285	122964084		
sp|P13010|XRCC5_HUMAN	P13010	XRCC5_HUMAN	XRCC5	732	43.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	X-ray repair cross-complementing protein 5 	1.0000	0.9990	29	90	90	90	37	22	31	37	22	31	37	22	31	120859088	61973836	101766372	120859088	61973836	101766372	120859088	61973836	101766372		
sp|P13073|COX41_HUMAN	P13073	COX41_HUMAN	COX4I1	169	50.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial 	1.0000	0.9990	13	64	64	64	15	23	26	15	23	26	15	23	26	184218288	230252272	146181072	184218288	230252272	146181072	184218288	230252272	146181072		
sp|P13473|LAMP2_HUMAN	P13473	LAMP2_HUMAN	LAMP2	410	13.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Lysosome-associated membrane glycoprotein 2 	1.0000	0.9990	5	24	24	24	8	9	7	8	9	7	8	9	7	62802102	49103851	75155090	62802102	49103851	75155090	62802102	49103851	75155090		
sp|P13489|RINI_HUMAN	P13489	RINI_HUMAN	RNH1	461	69.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ribonuclease inhibitor 	1.0000	0.9990	24	70	70	70	40	20	10	40	20	10	40	20	10	141366924	81625888	70205870	141366924	81625888	70205870	141366924	81625888	70205870		
sp|P13498|CY24A_HUMAN	P13498	CY24A_HUMAN	CYBA	195	21.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytochrome b-245 light chain 	1.0000	0.9990	4	13	13	13	7	2	4	7	2	4	7	2	4	45354264	4653213	16410544	45354264	4653213	16410544	45354264	4653213	16410544		
sp|P13521|SCG2_HUMAN	P13521	SCG2_HUMAN	SCG2	617	34.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Secretogranin-2 	1.0000	0.9990	18	48	48	48	10	20	18	10	20	18	10	20	18	18071181	20505250	23606814	18071181	20505250	23606814	18071181	20505250	23606814		
sp|P13591|NCAM1_HUMAN	P13591	NCAM1_HUMAN	NCAM1	858	55.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Neural cell adhesion molecule 1 	1.0000	0.9990	40	274	274	274	83	127	64	83	127	64	83	127	64	546304528	927259552	339666736	546304528	927259552	339666736	546304528	927259552	339666736		
sp|P13611|CSPG2_HUMAN	P13611	CSPG2_HUMAN	VCAN	3396	9.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Versican core protein 	1.0000	0.9990	34	131	131	131	57	50	24	57	50	24	57	50	24	664492376	410012016	80758292	664492376	410012016	80758292	664492376	410012016	80758292		
sp|P13639|EF2_HUMAN	P13639	EF2_HUMAN	EEF2	858	63.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Elongation factor 2 	1.0000	0.9990	51	269	259	269	80	81	108	77	78	104	80	81	108	410523616	240995592	487373616	410523616	240995592	487373616	410523616	240995592	487373616		
sp|P13667|PDIA4_HUMAN	P13667	PDIA4_HUMAN	PDIA4	645	62.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein disulfide-isomerase A4 	1.0000	0.9990	48	230	230	230	71	56	103	71	56	103	71	56	103	267495456	146925164	362417616	267495456	146925164	362417616	267495456	146925164	362417616		
sp|P13671|CO6_HUMAN	P13671	CO6_HUMAN	C6	934	26.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Complement component C6 	1.0000	0.9990	22	40	40	40	23	11	6	23	11	6	23	11	6	46234313	19890356	21729796	46234313	19890356	21729796	46234313	19890356	21729796		
sp|P13674|P4HA1_HUMAN	P13674	P4HA1_HUMAN	P4HA1	534	33.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Prolyl 4-hydroxylase subunit alpha-1 	1.0000	0.9990	17	28	28	28	10	7	11	10	7	11	10	7	11	12475978	12397976	40102272	12475978	12397976	40102272	12475978	12397976	40102272		
sp|P13716|HEM2_HUMAN	P13716	HEM2_HUMAN	ALAD	330	53.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Delta-aminolevulinic acid dehydratase 	1.0000	0.9990	16	52	52	52	23	19	10	23	19	10	23	19	10	141254829	80973825	25546967	141254829	80973825	25546967	141254829	80973825	25546967		
sp|P13796|PLSL_HUMAN	P13796	PLSL_HUMAN	LCP1	627	53.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Plastin-2 	1.0000	0.9990	28	75	75	105	32	16	27	32	16	27	41	23	41	108773738	22092625	37725943	108773738	22092625	37725943	108773738	54711045	82394346		
sp|P13798|ACPH_HUMAN	P13798	ACPH_HUMAN	APEH	732	35.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Acylamino-acid-releasing enzyme 	1.0000	0.9990	22	62	62	62	24	21	17	24	21	17	24	21	17	49192502	57915426	43405257	49192502	57915426	43405257	49192502	57915426	43405257		
sp|P13804|ETFA_HUMAN	P13804	ETFA_HUMAN	ETFA	333	48.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Electron transfer flavoprotein subunit alpha, mitochondrial 	1.0000	0.9990	13	57	57	57	18	22	17	18	22	17	18	22	17	313948577	124485119	57463953	313948577	124485119	57463953	313948577	124485119	57463953		
sp|P13861|KAP2_HUMAN	P13861	KAP2_HUMAN	PRKAR2A	404	55.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	cAMP-dependent protein kinase type II-alpha regulatory subunit 	1.0000	0.9990	19	68	57	68	23	26	19	18	20	19	23	26	19	47525362	34655236	39832905	47525362	34655236	39832905	47525362	34655236	39832905		
sp|P13984|T2FB_HUMAN	P13984	T2FB_HUMAN	GTF2F2	249	10.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	General transcription factor IIF subunit 2 	1.0000	0.9990	3	3	3	3	3	0	0	3	0	0	3	0	0	8304020	     0	     0	8304020	     0	     0	8304020	     0	     0		
sp|P13987|CD59_HUMAN	P13987	CD59_HUMAN	CD59	128	28.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	CD59 glycoprotein 	1.0000	0.9990	6	13	13	13	8	3	2	8	3	2	8	3	2	343507800	183855120	138478960	343507800	183855120	138478960	343507800	183855120	138478960		
sp|P14174|MIF_HUMAN	P14174	MIF_HUMAN	MIF	115	38.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Macrophage migration inhibitory factor 	1.0000	0.9990	4	34	34	34	22	8	4	22	8	4	22	8	4	60892428	410383329	141766955	60892428	410383329	141766955	60892428	410383329	141766955		
sp|P14207|FOLR2_HUMAN	P14207	FOLR2_HUMAN	FOLR2	255	16.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Folate receptor beta 	1.0000	0.9990	4	3	3	5	2	0	1	2	0	1	4	0	1	14222248	     0	1486414	14222248	     0	1486414	18221900	     0	1486414		
sp|P14314|GLU2B_HUMAN	P14314	GLU2B_HUMAN	PRKCSH	528	37.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glucosidase 2 subunit beta 	1.0000	0.9990	20	113	113	113	32	26	55	32	26	55	32	26	55	354959328	165091358	388406200	354959328	165091358	388406200	354959328	165091358	388406200		
sp|P14317|HCLS1_HUMAN	P14317	HCLS1_HUMAN	HCLS1	486	40.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Hematopoietic lineage cell-specific protein 	1.0000	0.9990	21	45	45	45	15	11	19	15	11	19	15	11	19	39796131	42293849	86949346	39796131	42293849	86949346	39796131	42293849	86949346		
sp|P14324|FPPS_HUMAN	P14324	FPPS_HUMAN	FDPS	419	19.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Farnesyl pyrophosphate synthase 	1.0000	0.9990	8	19	19	19	9	6	4	9	6	4	9	6	4	42374191	32859502	15369333	42374191	32859502	15369333	42374191	32859502	15369333		
sp|P14384|CBPM_HUMAN	P14384	CBPM_HUMAN	CPM	443	37.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Carboxypeptidase M 	1.0000	0.9990	15	25	25	25	14	5	6	14	5	6	14	5	6	24251118	11791324	28229142	24251118	11791324	28229142	24251118	11791324	28229142		
sp|P14415|AT1B2_HUMAN	P14415	AT1B2_HUMAN	ATP1B2	290	31.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Sodium/potassium-transporting ATPase subunit beta-2 	1.0000	0.9990	11	43	43	43	20	13	10	20	13	10	20	13	10	70934200	71888813	77182012	70934200	71888813	77182012	70934200	71888813	77182012		
sp|P14543|NID1_HUMAN	P14543	NID1_HUMAN	NID1	1247	18.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nidogen-1 	1.0000	0.9990	22	29	29	31	23	2	4	23	2	4	25	2	4	43649106	8355307	18437734	43649106	8355307	18437734	43649106	8355307	18437734		
sp|P14550|AK1A1_HUMAN	P14550	AK1A1_HUMAN	AKR1A1	325	65.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Aldo-keto reductase family 1 member A1 	1.0000	0.9990	19	78	78	78	28	22	28	28	22	28	28	22	28	231602680	56632739	61128400	231602680	56632739	61128400	231602680	56632739	61128400		
sp|P14618|KPYM_HUMAN	P14618	KPYM_HUMAN	PKM	531	77.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pyruvate kinase PKM 	1.0000	0.9990	53	684	657	684	191	237	256	184	228	245	191	237	256	2283301376	2279358880	2790075456	2283301376	2279358880	2790075456	2283301376	2279358880	2790075456		
sp|P14621|ACYP2_HUMAN	P14621	ACYP2_HUMAN	ACYP2	99	67.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Acylphosphatase-2 	1.0000	0.9990	11	27	27	27	12	11	4	12	11	4	12	11	4	96546701	39362800	13995494	96546701	39362800	13995494	96546701	39362800	13995494		
sp|P14649|MYL6B_HUMAN	P14649	MYL6B_HUMAN	MYL6B	208	52.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Myosin light chain 6B 	1.0000	0.9990	10	15	15	34	7	4	4	7	4	4	12	11	11	9091733	7796406	18982048	9091733	7796406	18982048	259807128	17688778	26472410		
sp|P14735|IDE_HUMAN	P14735	IDE_HUMAN	IDE	1019	7.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Insulin-degrading enzyme 	1.0000	0.9990	7	7	7	7	4	1	2	4	1	2	4	1	2	3504121	320234	3644493	3504121	320234	3644493	3504121	320234	3644493		
sp|P14780|MMP9_HUMAN	P14780	MMP9_HUMAN	MMP9	707	34.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Matrix metalloproteinase-9 	1.0000	0.9990	19	33	33	33	27	3	3	27	3	3	27	3	3	62793648	3236739	3884881	62793648	3236739	3884881	62793648	3236739	3884881		
sp|P14854|CX6B1_HUMAN	P14854	CX6B1_HUMAN	COX6B1	86	75.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytochrome c oxidase subunit 6B1 	1.0000	0.9990	9	58	58	58	17	25	16	17	25	16	17	25	16	229788166	258764644	116860016	229788166	258764644	116860016	229788166	258764644	116860016		
sp|P14866|HNRPL_HUMAN	P14866	HNRPL_HUMAN	HNRNPL	589	49.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein L 	1.0000	0.9990	20	78	78	78	29	25	24	29	25	24	29	25	24	80482140	64349564	75302450	80482140	64349564	75302450	80482140	64349564	75302450		
sp|P14868|SYDC_HUMAN	P14868	SYDC_HUMAN	DARS1	501	59.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Aspartate--tRNA ligase, cytoplasmic 	1.0000	0.9990	28	80	80	80	32	21	27	32	21	27	32	21	27	86396800	31177946	66384339	86396800	31177946	66384339	86396800	31177946	66384339		
sp|P14923|PLAK_HUMAN	P14923	PLAK_HUMAN	JUP	745	14.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Junction plakoglobin 	1.0000	0.9990	10	8	8	20	4	3	1	4	3	1	10	6	4	5199721	10593458	475290	5199721	10593458	475290	36565454	42581515	7731504		
sp|P14927|QCR7_HUMAN	P14927	QCR7_HUMAN	UQCRB	111	73.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytochrome b-c1 complex subunit 7 	1.0000	0.9990	10	66	66	66	15	32	19	15	32	19	15	32	19	172161452	138018528	93455732	172161452	138018528	93455732	172161452	138018528	93455732		
sp|P15104|GLNA_HUMAN	P15104	GLNA_HUMAN	GLUL	373	51.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glutamine synthetase 	1.0000	0.9990	18	79	79	79	30	31	18	30	31	18	30	31	18	549190600	494771288	271495000	549190600	494771288	271495000	549190600	494771288	271495000		
sp|P15144|AMPN_HUMAN	P15144	AMPN_HUMAN	ANPEP	967	16.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Aminopeptidase N 	1.0000	0.9990	13	19	19	19	11	2	6	11	2	6	11	2	6	6242368	1216328	5654938	6242368	1216328	5654938	6242368	1216328	5654938		
sp|P15151|PVR_HUMAN	P15151	PVR_HUMAN	PVR	417	11.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Poliovirus receptor 	1.0000	0.9990	5	6	6	6	3	2	1	3	2	1	3	2	1	8322839	2934699	2718838	8322839	2934699	2718838	8322839	2934699	2718838		
sp|P15153|RAC2_HUMAN	P15153	RAC2_HUMAN	RAC2	192	32.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ras-related C3 botulinum toxin substrate 2 	1.0000	0.9990	7	6	6	34	2	2	2	2	2	2	11	13	10	7150844	2210523	4915767	7150844	2210523	4915767	324460976	359694312	265242324		
sp|P15169|CBPN_HUMAN	P15169	CBPN_HUMAN	CPN1	458	7.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Carboxypeptidase N catalytic chain 	1.0000	0.9990	3	5	5	5	3	1	1	3	1	1	3	1	1	4325191	1205980	1050556	4325191	1205980	1050556	4325191	1205980	1050556		
sp|P15289|ARSA_HUMAN	P15289	ARSA_HUMAN	ARSA	507	22.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Arylsulfatase A 	1.0000	0.9990	8	19	16	19	7	7	5	6	6	4	7	7	5	34082836	20452222	17787452	16005016	8240656	3927167	34082836	20452222	17787452		
sp|P15374|UCHL3_HUMAN	P15374	UCHL3_HUMAN	UCHL3	230	50.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ubiquitin carboxyl-terminal hydrolase isozyme L3 	1.0000	0.9990	8	25	25	25	7	11	7	7	11	7	7	11	7	12001416	12755654	27431926	12001416	12755654	27431926	12001416	12755654	27431926		
sp|P15531|NDKA_HUMAN	P15531	NDKA_HUMAN	NME1	152	70.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nucleoside diphosphate kinase A 	1.0000	0.9990	12	87	42	87	22	31	34	11	12	19	22	31	34	544721224	400853664	413185200	198864164	188597608	146222144	544721224	400853664	413185200		
sp|P15559|NQO1_HUMAN	P15559	NQO1_HUMAN	NQO1	274	35.40	Homo sapiens	1:Experimental evidence at protein level	NAD(P)H dehydrogenase [quinone] 1 	1.0000	0.9990	11	29	29	29	6	13	10	6	13	10	6	13	10	25191186	36441516	36500604	25191186	36441516	36500604	25191186	36441516	36500604		
sp|P15586|GNS_HUMAN	P15586	GNS_HUMAN	GNS	552	9.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	N-acetylglucosamine-6-sulfatase 	1.0000	0.9990	5	13	13	13	4	4	5	4	4	5	4	4	5	16299566	10230873	16370462	16299566	10230873	16370462	16299566	10230873	16370462		
sp|P15880|RS2_HUMAN	P15880	RS2_HUMAN	RPS2	293	46.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	40S ribosomal protein S2 	1.0000	0.9990	15	59	59	59	23	14	22	23	14	22	23	14	22	173235398	112160412	178140924	173235398	112160412	178140924	173235398	112160412	178140924		
sp|P15882|CHIN_HUMAN	P15882	CHIN_HUMAN	CHN1	459	9.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	N-chimaerin 	1.0000	0.9990	4	5	5	5	4	1	0	4	1	0	4	1	0	4415220	16442765	     0	4415220	16442765	     0	4415220	16442765	     0		
